FLOOR	-21.802689
-ma	-12.047411
.$$	-10.215388
^^a	-5.1755986
^^b	-5.061824
^^c	-7.1693516
^^d	-4.0605707
^^e	-4.5944996
^^f	-7.4286647
^^g	-4.836889
^^h	-4.135706
^^i	-4.2883368
^^j	-4.6738186
^^k	-5.298971
^^l	-5.7741427
^^m	-4.482964
^^n	-4.67592
^^o	-4.9688916
^^p	-6.127446
^^q	-10.535037
^^r	-6.54882
^^s	-5.4688196
^^t	-5.2944117
^^u	-6.311543
^^v	-4.7463336
^^w	-4.415249
^^y	-9.907287
^^z	-4.7161937
^^é	-8.971841
^a$	-11.355221
^aa	-6.8056026
^ab	-10.397382
^ac	-8.380598
^ad	-9.295131
^af	-8.02106
^ag	-9.623693
^ah	-11.318019
^ai	-11.668049
^ak	-11.615188
^al	-5.847504
^am	-9.475882
^an	-7.6972094
^ap	-10.234849
^ar	-9.18663
^as	-10.823704
^at	-11.151494
^au	-9.107542
^av	-9.862268
^ba	-7.9545817
^be	-5.5720806
^bi	-7.161846
^bl	-7.700644
^bo	-7.97528
^br	-7.8331623
^bu	-8.511682
^ca	-8.841534
^ce	-10.273033
^ch	-8.721791
^ci	-10.573626
^cl	-9.7007265
^co	-8.186562
^cr	-10.139525
^cu	-11.721264
^d$	-11.573608
^da	-5.092147
^de	-5.146519
^di	-5.997373
^dn	-11.674338
^do	-6.3151703
^dr	-7.7646637
^du	-7.5941005
^dw	-10.769979
^e-	-12.238246
^ea	-12.191493
^ec	-7.9676037
^ed	-10.348526
^ee	-5.5153813
^ef	-11.964967
^eg	-12.020973
^eh	-11.363497
^ei	-8.318609
^el	-8.298403
^em	-10.489275
^en	-5.8951955
^er	-6.242201
^et	-9.411818
^eu	-11.206729
^ev	-8.371184
^ex	-9.333279
^eé	-10.529124
^fa	-8.895577
^fb	-11.088426
^fe	-9.573529
^fi	-9.112619
^fl	-9.910443
^fo	-9.062708
^fr	-9.452216
^fu	-11.351918
^ga	-6.5077205
^ge	-5.3579226
^gi	-8.497982
^gl	-10.53427
^go	-6.934443
^gr	-7.6042314
^gu	-11.255953
^ha	-6.359461
^he	-4.655954
^hi	-6.0054717
^ho	-6.3840265
^hu	-7.7323794
^hè	-9.771856
^hé	-9.250366
^i$	-11.29153
^id	-8.918244
^ie	-7.1070094
^ij	-11.138231
^ik	-4.990372
^il	-11.74147
^im	-12.119162
^in	-6.1920466
^ir	-11.45205
^is	-5.5586877
^it	-11.326725
^ja	-6.8653293
^je	-5.0739694
^ji	-7.2180343
^jo	-7.1793084
^ju	-7.534159
^ka	-6.8112974
^ke	-7.646804
^ki	-7.624973
^kl	-7.6648517
^km	-11.962513
^kn	-9.827709
^ko	-6.6598253
^kr	-8.035094
^ku	-7.4510884
^kw	-8.499019
^ky	-11.929917
^la	-6.813791
^le	-7.104105
^li	-7.3465853
^lk	-10.101418
^lo	-8.326733
^lu	-8.325262
^m$	-7.861286
^ma	-5.845582
^me	-5.5401125
^mi	-6.227449
^mm	-12.126415
^mo	-6.27749
^mr	-8.752412
^ms	-11.715339
^mu	-9.831547
^my	-11.424489
^n$	-7.170107
^na	-6.620607
^ne	-6.7401237
^ni	-5.542836
^no	-6.488302
^nu	-7.4365697
^o$	-9.536382
^ob	-11.770148
^oc	-10.91031
^oe	-11.554725
^of	-7.6298594
^og	-9.944861
^oh	-9.002723
^ok	-8.113228
^ol	-10.9287815
^om	-6.7736945
^on	-6.683933
^oo	-7.306936
^op	-6.283489
^or	-9.358848
^ou	-8.852526
^ov	-7.276196
^pa	-7.4689226
^pe	-8.549674
^ph	-10.962108
^pi	-8.977651
^pl	-8.215541
^po	-8.548246
^pr	-7.2093863
^ps	-11.488583
^pu	-9.78271
^qu	-10.730425
^r$	-11.421694
^ra	-8.512023
^re	-7.4995103
^ri	-8.623301
^ro	-8.2491045
^ru	-8.445814
^ry	-11.577226
^s$	-8.20643
^sa	-8.615359
^sc	-7.4702873
^se	-8.818091
^sh	-9.494262
^si	-8.845645
^sl	-7.89363
^sm	-9.926489
^sn	-8.637324
^so	-8.173682
^sp	-7.6203904
^st	-6.6109347
^su	-9.598863
^sy	-10.427818
^t$	-8.044804
^ta	-8.976558
^te	-6.007136
^th	-8.794805
^ti	-8.013114
^to	-6.8907275
^tr	-8.325035
^tu	-9.381162
^tv	-11.120495
^tw	-8.307043
^ty	-11.033845
^u$	-7.1308794
^uh	-10.957964
^ui	-7.3228607
^un	-10.503637
^ur	-11.599356
^uu	-9.16265
^uw	-8.622632
^va	-5.910674
^ve	-6.070014
^vi	-7.520386
^vl	-8.965266
^vo	-6.16149
^vr	-7.0958877
^vs	-12.141846
^vu	-10.037705
^wa	-5.347696
^wc	-12.2471285
^we	-5.332364
^wh	-10.979416
^wi	-6.3069324
^wo	-7.368797
^wr	-10.863404
^ye	-11.521827
^yo	-10.269264
^z$	-8.681427
^za	-7.2589903
^ze	-5.8356433
^zi	-5.907217
^zo	-6.183275
^zu	-8.352598
^zw	-8.92077
^éé	-8.985137
a$$	-6.1806087
a.$	-12.158554
aad	-9.1911335
aaf	-10.811531
aag	-7.939248
aai	-9.770178
aak	-7.548615
aal	-7.4630237
aam	-8.556234
aan	-6.1596727
aap	-10.178034
aar	-5.2158504
aas	-9.177455
aat	-6.703042
ab$	-11.613833
abb	-11.736955
abe	-10.984371
abi	-11.819604
abr	-11.576936
abs	-10.8387575
aby	-10.083001
ac$	-11.979815
acc	-11.016818
ace	-10.791546
ach	-6.871479
ack	-9.837395
aco	-11.985685
act	-9.447244
acy	-11.989727
ad$	-7.372512
ada	-10.127091
add	-9.41132
ade	-8.102547
adi	-10.191865
adk	-12.208515
ado	-12.002619
adr	-11.093685
adu	-12.17344
adv	-10.1689005
ady	-11.762356
ael	-10.856859
af$	-8.234963
afb	-12.174624
afd	-10.730612
afe	-10.752704
aff	-11.6388
afg	-9.64473
afh	-11.698589
afl	-11.264345
afm	-11.986558
afr	-11.925596
afs	-9.904072
ag$	-7.116215
aga	-11.508206
agd	-10.259379
age	-7.8632617
agg	-12.002286
agi	-10.431269
agn	-11.157716
ago	-11.64127
agt	-10.255584
ah$	-10.074176
ai$	-10.480379
aid	-11.613759
aie	-10.898036
aig	-12.201049
ail	-10.501386
ain	-10.527322
air	-10.339152
ait	-11.352149
aje	-12.063663
ajo	-11.632576
ak$	-7.757719
aka	-11.595805
akb	-12.235443
ake	-7.9546785
aki	-11.874362
akj	-11.24586
akk	-8.74374
aks	-10.574741
akt	-8.098951
al$	-6.4818563
ala	-10.889147
alc	-11.736104
ald	-9.522635
ale	-8.32664
alf	-10.309465
alg	-11.709035
ali	-9.078593
alk	-11.81032
all	-6.820942
alm	-10.850847
alo	-11.337844
als	-6.5066166
alt	-8.357591
alv	-10.288214
alw	-11.532511
am$	-7.7200975
ama	-9.878296
amb	-10.923604
amd	-11.259164
ame	-7.9363713
ami	-9.39831
amm	-10.126752
amp	-10.00015
ams	-11.6171465
amy	-11.861279
an$	-5.1489973
ana	-9.142598
anb	-11.233142
anc	-10.299459
and	-6.50739
ane	-9.673545
ang	-7.3470235
anh	-11.526707
ani	-9.209861
anj	-12.042667
ank	-7.699103
anm	-11.06098
ann	-8.276305
ano	-10.985654
anp	-11.7646265
anr	-11.845992
ans	-8.833978
ant	-7.637914
anu	-10.979297
anv	-10.327434
anw	-10.281308
anz	-11.321941
ap$	-8.560235
apa	-9.962468
ape	-9.132407
api	-10.032233
apj	-10.907413
apk	-12.134227
apo	-10.910608
app	-8.95387
apt	-9.990317
ar$	-5.4136186
ara	-9.673621
arb	-10.607533
arc	-10.8964205
ard	-8.065724
are	-8.208956
arg	-11.505977
arh	-9.993317
ari	-9.247583
ark	-9.875754
arl	-9.490666
arm	-9.146639
arn	-10.18597
aro	-7.644179
arr	-9.442706
ars	-9.288737
art	-8.184942
arv	-9.793659
arw	-11.979923
ary	-10.850742
as$	-6.7031236
ase	-10.726889
ash	-10.892649
asi	-10.813927
ask	-11.903359
aso	-11.564623
asp	-12.073971
ass	-9.334286
ast	-8.134276
at$	-4.8989944
ata	-11.192126
ate	-7.3730655
ath	-10.652815
ati	-8.541194
atj	-10.212718
ato	-11.353191
atr	-10.9347105
ats	-8.613857
att	-9.792089
atu	-9.02306
au$	-10.465296
aud	-11.551894
auf	-12.121657
aul	-11.043658
aur	-10.668172
aus	-11.236899
aut	-9.216308
auw	-10.006352
auz	-12.091027
ava	-12.233346
ave	-9.885518
avi	-10.446101
avo	-8.848008
awe	-10.971238
ax$	-11.02467
axi	-11.390728
ay$	-10.134496
ayl	-11.897153
aze	-10.559461
azi	-11.45583
b$$	-6.678219
baa	-8.998623
bab	-10.047546
bac	-12.039556
bad	-10.877811
bak	-11.034183
bal	-10.208966
ban	-8.87991
bar	-9.769797
bas	-10.580155
bat	-11.706063
bbe	-7.3443522
bby	-10.934025
be$	-11.831215
bea	-11.303363
bec	-11.414031
bed	-7.8427043
bee	-8.300783
beg	-8.146735
beh	-9.617609
bei	-9.820278
bek	-9.587096
bel	-8.021907
bem	-11.50618
ben	-6.17041
bep	-10.635088
ber	-8.564579
bes	-7.9799685
bet	-8.052001
beu	-8.465457
bev	-9.395387
bew	-8.914103
bez	-9.231046
bi$	-10.826265
bid	-11.786542
bie	-9.523742
big	-11.921497
bij	-7.3427825
bil	-10.770463
bin	-8.699534
bio	-11.979164
bis	-12.140699
bit	-12.10764
bla	-9.859898
ble	-8.915037
bli	-7.6656847
blo	-9.478064
blu	-12.252952
bob	-10.905893
bod	-10.651867
boe	-9.422532
bom	-10.866497
bon	-10.55044
boo	-9.350072
bor	-9.841908
bos	-10.938836
bot	-11.02467
bou	-10.15685
bov	-9.798738
boy	-11.681954
bra	-9.171397
bre	-8.751711
bri	-9.658167
bro	-8.97302
bru	-8.844151
bs$	-12.14811
bse	-12.033246
bso	-10.868457
bt$	-7.8633356
bud	-12.134101
bui	-9.258256
bul	-11.883376
bur	-9.980816
bus	-10.898183
buu	-10.277706
by$	-9.583853
c$$	-9.884731
ca$	-10.820094
caa	-10.618364
cad	-11.203881
cag	-12.0293665
cal	-11.092703
cam	-10.423443
can	-11.170807
cap	-11.606494
car	-9.854654
cas	-10.898477
cat	-10.557106
cca	-12.168846
cce	-10.3043585
ce$	-9.741739
cea	-12.096128
cel	-11.052711
cen	-9.824489
cep	-10.990882
cer	-10.792802
ces	-10.424472
ch$	-7.552705
cha	-8.086606
che	-8.136779
chi	-7.5638967
chn	-11.317013
cho	-8.630977
chr	-8.959243
cht	-6.199705
chu	-8.81268
chz	-10.592911
cia	-9.995803
cie	-9.455399
cif	-11.942682
cij	-11.004031
cin	-12.103829
cir	-12.164535
cis	-11.824511
cit	-10.5587015
cië	-11.606643
ck$	-9.248049
cke	-11.089271
cki	-11.955824
