FLOOR	-22.281036
-$$	-12.014678
.$$	-8.0486145
^^a	-4.4229374
^^b	-5.80736
^^c	-4.593755
^^d	-4.328783
^^e	-3.9106696
^^f	-6.145594
^^g	-6.37406
^^h	-5.0520496
^^i	-6.3186445
^^j	-6.985778
^^k	-9.03406
^^l	-4.4665265
^^m	-4.6668396
^^n	-4.753847
^^o	-6.175182
^^p	-4.4191327
^^q	-4.6414676
^^r	-6.238016
^^s	-4.3918576
^^t	-4.6881337
^^u	-5.3217707
^^v	-5.3256006
^^w	-9.047691
^^y	-5.4396324
^^z	-9.8910055
^^á	-9.692525
^^é	-7.581759
^^í	-11.643379
^^ó	-10.777504
^^ú	-8.550605
^a$	-5.515874
^ab	-8.317475
^ac	-7.479422
^ad	-8.187237
^ae	-11.892933
^af	-9.941845
^ag	-8.624093
^ah	-7.2436857
^ai	-10.523996
^al	-6.1987095
^am	-7.5708346
^an	-7.7726707
^ap	-8.502724
^aq	-7.197836
^ar	-8.218935
^as	-7.2564797
^at	-8.6982765
^au	-8.706002
^av	-9.487613
^ay	-8.292787
^az	-10.659175
^añ	-8.385099
^aú	-9.308893
^ba	-7.6802845
^be	-8.541317
^bi	-6.952473
^bl	-9.80643
^bo	-8.248396
^br	-8.760537
^bu	-7.028908
^bá	-11.559289
^bú	-11.79168
^ca	-6.2841
^ce	-8.261104
^ch	-7.812325
^ci	-7.7794104
^cl	-8.163744
^co	-5.4307084
^cr	-7.2498007
^cu	-6.6542735
^cá	-9.305334
^cé	-11.709898
^có	-7.8522305
^d$	-11.766018
^da	-7.674411
^de	-4.685801
^di	-6.263542
^do	-7.406858
^dr	-9.43869
^du	-8.447955
^dá	-11.879292
^dé	-9.160561
^dí	-8.133428
^dó	-8.244343
^e$	-10.109322
^ec	-10.004994
^ed	-9.529119
^ee	-11.754797
^ef	-10.826047
^eg	-11.887099
^eh	-9.415893
^ei	-11.531658
^ej	-10.092766
^el	-5.5756574
^em	-8.41011
^en	-5.4785013
^eq	-9.36083
^er	-7.2782364
^es	-4.573847
^et	-11.118732
^eu	-11.454858
^ev	-9.822133
^ex	-8.043046
^ey	-12.017743
^fa	-7.649901
^fb	-11.47627
^fe	-8.901238
^fi	-8.324002
^fl	-10.37098
^fo	-8.642614
^fr	-8.684521
^fu	-7.0968013
^fá	-9.927928
^fí	-11.349269
^fú	-11.875956
^ga	-8.556633
^ge	-8.113973
^gi	-10.1200075
^gl	-11.105725
^go	-9.279795
^gr	-7.2770486
^gu	-7.912256
^ha	-5.5864053
^he	-6.9993286
^hi	-7.5296535
^ho	-6.974212
^hu	-8.394465
^há	-11.623424
^hé	-11.088468
^i$	-10.8303795
^ia	-10.965794
^ib	-9.51894
^id	-8.570247
^ig	-9.575246
^il	-11.414393
^im	-8.171712
^in	-7.233001
^io	-10.784759
^ir	-8.01864
^is	-10.630011
^it	-11.015406
^iz	-10.924074
^ja	-8.770618
^je	-8.925409
^ji	-10.359696
^jo	-8.57493
^ju	-7.8301644
^jó	-11.263637
^ka	-10.338154
^ke	-10.403613
^ki	-10.319579
^km	-12.044618
^ky	-12.045693
^la	-5.313379
^le	-6.928429
^li	-8.024128
^ll	-7.135079
^lo	-5.516322
^lu	-7.953722
^lá	-10.705784
^lí	-9.880339
^m$	-11.755816
^ma	-6.421805
^me	-6.0160236
^mi	-6.1022263
^mm	-11.620792
^mo	-7.620445
^mr	-11.640169
^mu	-6.533722
^má	-7.3123674
^mé	-9.995926
^mí	-7.917689
^mó	-11.6522
^mú	-10.207986
^n$	-12.005674
^na	-7.329677
^ne	-7.7070694
^ni	-7.6381097
^no	-5.0761538
^nu	-7.2202544
^nú	-9.95054
^o$	-7.9420133
^ob	-9.261314
^oc	-8.940574
^od	-10.170126
^oe	-11.715608
^of	-9.186683
^oh	-8.387682
^oi	-10.481962
^oj	-9.544509
^ok	-9.998766
^ol	-9.27127
^on	-11.265312
^op	-9.197349
^or	-9.016626
^os	-9.386218
^ot	-7.9392257
^oy	-9.084666
^oí	-9.496994
^pa	-5.81537
^pe	-6.085981
^ph	-11.272606
^pi	-7.8763046
^pl	-8.8021555
^po	-5.6984105
^pr	-6.5435653
^pu	-6.584631
^pá	-10.637354
^pé	-11.602245
^pú	-10.791164
^qu	-4.6416116
^ra	-8.264687
^re	-6.77936
^ri	-9.195903
^ro	-8.201089
^ru	-9.434745
^ry	-11.63573
^rá	-9.563203
^rí	-10.847034
^s$	-10.758764
^sa	-6.6289353
^sc	-11.440534
^se	-5.691561
^sh	-10.013835
^si	-6.049968
^so	-6.5162067
^sp	-11.79743
^sr	-8.470846
^st	-9.874626
^su	-6.343699
^sá	-11.119443
^sé	-7.8616514
^sí	-6.906033
^só	-8.04728
^sú	-12.029324
^t$	-11.629558
^ta	-6.9816074
^te	-5.860563
^th	-10.081771
^ti	-6.558191
^to	-6.4806914
^tr	-7.0013204
^tu	-6.928966
^tv	-11.847185
^té	-10.440052
^tí	-9.223806
^tú	-7.8591805
^ud	-10.008515
^uh	-10.654844
^um	-11.46332
^un	-5.4413376
^ur	-11.760769
^us	-7.7472186
^ut	-11.393655
^va	-6.708641
^ve	-6.301435
^vi	-6.8827443
^vo	-7.55002
^vu	-8.577211
^vá	-10.626723
^ví	-10.155724
^wa	-10.164106
^we	-11.078297
^wh	-10.971096
^wi	-10.428535
^wo	-11.166247
^y$	-5.808243
^ya	-7.655177
^ye	-11.224432
^yo	-7.0698676
^za	-10.810632
